in s,C3 in V
-5.9999004E-01,3.68164E+00
-5.9998356E-01,3.70117E+00
-5.9997708E-01,3.72070E+00
-5.9997060E-01,3.70117E+00
-5.9996412E-01,3.68164E+00
-5.9995764E-01,3.66211E+00
-5.9995116E-01,3.64258E+00
-5.9994468E-01,3.66211E+00
-5.9993820E-01,3.72070E+00
-5.9993172E-01,3.68164E+00
-5.9992524E-01,3.70117E+00
-5.9991876E-01,3.68164E+00
-5.9991228E-01,3.70117E+00
-5.9990580E-01,3.70117E+00
-5.9989932E-01,3.68164E+00
-5.9989284E-01,3.64258E+00
-5.9988636E-01,3.72070E+00
-5.9987988E-01,3.64258E+00
-5.9987340E-01,3.74023E+00
-5.9986692E-01,3.68164E+00
-5.9986044E-01,3.68164E+00
-5.9985396E-01,3.70117E+00
-5.9984748E-01,3.74023E+00
-5.9984100E-01,3.72070E+00
-5.9983452E-01,3.64258E+00
-5.9982804E-01,3.68164E+00
-5.9982156E-01,3.72070E+00
-5.9981508E-01,3.70117E+00
-5.9980860E-01,3.54492E+00
-5.9980212E-01,3.66211E+00
-5.9979564E-01,3.64258E+00
-5.9978916E-01,3.70117E+00
-5.9978268E-01,3.70117E+00
-5.9977620E-01,3.66211E+00
-5.9976972E-01,3.60352E+00
-5.9976324E-01,3.66211E+00
-5.9975676E-01,3.68164E+00
-5.9975028E-01,3.66211E+00
-5.9974380E-01,3.68164E+00
-5.9973732E-01,3.72070E+00
-5.9973084E-01,3.68164E+00
-5.9972436E-01,3.64258E+00
-5.9971788E-01,3.62305E+00
-5.9971140E-01,3.66211E+00
-5.9970492E-01,3.60352E+00
-5.9969844E-01,3.64258E+00
-5.9969196E-01,3.68164E+00
-5.9968548E-01,3.70117E+00
-5.9967900E-01,3.70117E+00
-5.9967252E-01,3.70117E+00
-5.9966604E-01,3.62305E+00
-5.9965956E-01,3.68164E+00
-5.9965308E-01,3.66211E+00
-5.9964660E-01,3.70117E+00
-5.9964012E-01,3.64258E+00
-5.9963364E-01,3.66211E+00
-5.9962716E-01,3.70117E+00
-5.9962068E-01,3.72070E+00
-5.9961420E-01,3.64258E+00
