in s,C2 in V
-2.9999694E+00,2.31445E+00
-2.9999508E+00,2.37305E+00
-2.9999322E+00,2.37305E+00
-2.9999136E+00,2.37305E+00
-2.9998950E+00,2.35352E+00
-2.9998764E+00,2.35352E+00
-2.9998578E+00,2.35352E+00
-2.9998392E+00,2.39258E+00
-2.9998206E+00,2.43164E+00
-2.9998020E+00,2.31445E+00
-2.9997834E+00,2.33398E+00
-2.9997648E+00,2.37305E+00
-2.9997462E+00,2.35352E+00
-2.9997276E+00,2.35352E+00
-2.9997090E+00,2.37305E+00
-2.9996904E+00,2.41211E+00
-2.9996718E+00,2.39258E+00
-2.9996532E+00,2.33398E+00
-2.9996346E+00,2.29492E+00
-2.9996160E+00,2.31445E+00
-2.9995974E+00,2.35352E+00
-2.9995788E+00,2.29492E+00
-2.9995602E+00,2.31445E+00
-2.9995416E+00,2.31445E+00
-2.9995230E+00,2.31445E+00
-2.9995044E+00,2.27539E+00
-2.9994858E+00,2.37305E+00
-2.9994672E+00,2.35352E+00
-2.9994486E+00,2.41211E+00
-2.9994300E+00,2.33398E+00
-2.9994114E+00,2.33398E+00
-2.9993928E+00,2.37305E+00
-2.9993742E+00,2.33398E+00
-2.9993556E+00,2.25586E+00
-2.9993370E+00,2.37305E+00
-2.9993184E+00,2.29492E+00
-2.9992998E+00,2.39258E+00
-2.9992812E+00,2.37305E+00
-2.9992626E+00,2.41211E+00
-2.9992440E+00,2.35352E+00
-2.9992254E+00,2.37305E+00
-2.9992068E+00,2.29492E+00
-2.9991882E+00,2.39258E+00
-2.9991696E+00,2.31445E+00
-2.9991510E+00,2.35352E+00
-2.9991324E+00,2.37305E+00
-2.9991138E+00,2.39258E+00
-2.9990952E+00,2.39258E+00
-2.9990766E+00,2.37305E+00
-2.9990580E+00,2.31445E+00
-2.9990394E+00,2.31445E+00
-2.9990208E+00,2.35352E+00
-2.9990022E+00,2.35352E+00
-2.9989836E+00,2.35352E+00
-2.9989650E+00,2.23633E+00
-2.9989464E+00,2.33398E+00
-2.9989278E+00,2.35352E+00
-2.9989092E+00,2.25586E+00
-2.9988906E+00,2.29492E+00
-2.9988720E+00,2.29492E+00
