in s,C3 in V
-2.9999502E+00,2.11914E+00
-2.9999190E+00,2.11914E+00
-2.9998878E+00,2.02148E+00
-2.9998566E+00,2.09961E+00
-2.9998254E+00,2.11914E+00
-2.9997942E+00,2.13867E+00
-2.9997630E+00,2.13867E+00
-2.9997318E+00,2.06055E+00
-2.9997006E+00,2.08008E+00
-2.9996694E+00,2.11914E+00
-2.9996382E+00,2.08008E+00
-2.9996070E+00,2.13867E+00
-2.9995758E+00,2.09961E+00
-2.9995446E+00,2.06055E+00
-2.9995134E+00,2.09961E+00
-2.9994822E+00,2.08008E+00
-2.9994510E+00,2.08008E+00
-2.9994198E+00,2.06055E+00
-2.9993886E+00,2.13867E+00
-2.9993574E+00,2.11914E+00
-2.9993262E+00,2.13867E+00
-2.9992950E+00,2.11914E+00
-2.9992638E+00,2.08008E+00
-2.9992326E+00,2.09961E+00
-2.9992014E+00,2.08008E+00
-2.9991702E+00,2.09961E+00
-2.9991390E+00,2.06055E+00
-2.9991078E+00,2.13867E+00
-2.9990766E+00,2.11914E+00
-2.9990454E+00,2.13867E+00
-2.9990142E+00,2.17773E+00
-2.9989830E+00,2.08008E+00
-2.9989518E+00,2.15820E+00
-2.9989206E+00,2.09961E+00
-2.9988894E+00,2.08008E+00
-2.9988582E+00,2.08008E+00
-2.9988270E+00,2.08008E+00
-2.9987958E+00,2.11914E+00
-2.9987646E+00,2.08008E+00
-2.9987334E+00,2.13867E+00
-2.9987022E+00,2.06055E+00
-2.9986710E+00,2.13867E+00
-2.9986398E+00,2.09961E+00
-2.9986086E+00,2.08008E+00
-2.9985774E+00,2.09961E+00
-2.9985462E+00,2.06055E+00
-2.9985150E+00,2.02148E+00
-2.9984838E+00,2.11914E+00
-2.9984526E+00,2.09961E+00
-2.9984214E+00,2.13867E+00
-2.9983902E+00,2.09961E+00
-2.9983590E+00,2.11914E+00
-2.9983278E+00,2.09961E+00
-2.9982966E+00,2.06055E+00
-2.9982654E+00,2.08008E+00
-2.9982342E+00,2.13867E+00
-2.9982030E+00,2.06055E+00
-2.9981718E+00,2.11914E+00
-2.9981406E+00,2.13867E+00
-2.9981094E+00,2.11914E+00
-2.9980782E+00,2.13867E+00
-2.9980470E+00,2.11914E+00
-2.9980158E+00,2.08008E+00
-2.9979846E+00,2.08008E+00
-2.9979534E+00,2.09961E+00
-2.9979222E+00,2.13867E+00
-2.9978910E+00,2.04102E+00
-2.9978598E+00,2.09961E+00
-2.9978286E+00,2.04102E+00
-2.9977974E+00,2.08008E+00
-2.9977662E+00,2.06055E+00
-2.9977350E+00,2.04102E+00
-2.9977038E+00,2.15820E+00
-2.9976726E+00,2.09961E+00
-2.9976414E+00,2.08008E+00
-2.9976102E+00,2.09961E+00
-2.9975790E+00,2.11914E+00
-2.9975478E+00,2.04102E+00
-2.9975166E+00,2.09961E+00
-2.9974854E+00,2.13867E+00
-2.9974542E+00,2.08008E+00
-2.9974230E+00,2.06055E+00
-2.9973918E+00,2.09961E+00
-2.9973606E+00,2.08008E+00
-2.9973294E+00,2.06055E+00
-2.9972982E+00,2.11914E+00
-2.9972670E+00,2.08008E+00
-2.9972358E+00,2.11914E+00
-2.9972046E+00,2.06055E+00
-2.9971734E+00,2.08008E+00
-2.9971422E+00,2.08008E+00
-2.9971110E+00,2.11914E+00
-2.9970798E+00,2.08008E+00
-2.9970486E+00,2.09961E+00
-2.9970174E+00,2.09961E+00
-2.9969862E+00,2.09961E+00
-2.9969550E+00,2.08008E+00
-2.9969238E+00,2.08008E+00
-2.9968926E+00,2.11914E+00
-2.9968614E+00,2.04102E+00
-2.9968302E+00,2.13867E+00
-2.9967990E+00,2.11914E+00
-2.9967678E+00,2.06055E+00
-2.9967366E+00,2.08008E+00
-2.9967054E+00,2.06055E+00
-2.9966742E+00,2.08008E+00
-2.9966430E+00,2.09961E+00
-2.9966118E+00,2.06055E+00
-2.9965806E+00,2.13867E+00
-2.9965494E+00,2.08008E+00
-2.9965182E+00,2.08008E+00
-2.9964870E+00,2.08008E+00
-2.9964558E+00,2.08008E+00
-2.9964246E+00,2.09961E+00
-2.9963934E+00,2.04102E+00
-2.9963622E+00,2.06055E+00
-2.9963310E+00,2.09961E+00
-2.9962998E+00,2.06055E+00
-2.9962686E+00,2.08008E+00
-2.9962374E+00,2.04102E+00
-2.9962062E+00,2.09961E+00
-2.9961750E+00,2.09961E+00
-2.9961438E+00,2.08008E+00
-2.9961126E+00,2.08008E+00
-2.9960814E+00,1.96289E+00
-2.9960502E+00,2.13867E+00
-2.9960190E+00,2.08008E+00
-2.9959878E+00,2.09961E+00
-2.9959566E+00,2.06055E+00
-2.9959254E+00,2.09961E+00
-2.9958942E+00,2.06055E+00
-2.9958630E+00,2.13867E+00
-2.9958318E+00,2.06055E+00
-2.9958006E+00,2.09961E+00
-2.9957694E+00,2.06055E+00
-2.9957382E+00,2.04102E+00
-2.9957070E+00,2.11914E+00
-2.9956758E+00,2.11914E+00
-2.9956446E+00,2.09961E+00
-2.9956134E+00,2.04102E+00
-2.9955822E+00,2.08008E+00
-2.9955510E+00,2.13867E+00
-2.9955198E+00,2.11914E+00
-2.9954886E+00,2.08008E+00
-2.9954574E+00,2.08008E+00
-2.9954262E+00,2.06055E+00
-2.9953950E+00,2.04102E+00
-2.9953638E+00,2.09961E+00
-2.9953326E+00,2.08008E+00
-2.9953014E+00,2.11914E+00
-2.9952702E+00,2.08008E+00
-2.9952390E+00,2.08008E+00
-2.9952078E+00,2.09961E+00
-2.9951766E+00,2.04102E+00
-2.9951454E+00,2.06055E+00
-2.9951142E+00,2.06055E+00
-2.9950830E+00,1.98242E+00
-2.9950518E+00,2.09961E+00
-2.9950206E+00,2.13867E+00
-2.9949894E+00,2.13867E+00
-2.9949582E+00,2.04102E+00
-2.9949270E+00,2.06055E+00
-2.9948958E+00,2.09961E+00
-2.9948646E+00,2.09961E+00
-2.9948334E+00,2.00195E+00
-2.9948022E+00,2.09961E+00
-2.9947710E+00,2.11914E+00
-2.9947398E+00,2.00195E+00
-2.9947086E+00,2.08008E+00
-2.9946774E+00,2.04102E+00
-2.9946462E+00,2.06055E+00
-2.9946150E+00,2.06055E+00
-2.9945838E+00,2.02148E+00
-2.9945526E+00,2.04102E+00
-2.9945214E+00,2.06055E+00
-2.9944902E+00,2.08008E+00
-2.9944590E+00,2.09961E+00
-2.9944278E+00,2.06055E+00
-2.9943966E+00,2.06055E+00
-2.9943654E+00,2.08008E+00
-2.9943342E+00,2.09961E+00
-2.9943030E+00,2.08008E+00
-2.9942718E+00,2.06055E+00
-2.9942406E+00,2.02148E+00
-2.9942094E+00,2.02148E+00
-2.9941782E+00,2.08008E+00
-2.9941470E+00,2.02148E+00
-2.9941158E+00,2.06055E+00
-2.9940846E+00,2.06055E+00
-2.9940534E+00,2.08008E+00
-2.9940222E+00,2.02148E+00
-2.9939910E+00,2.04102E+00
-2.9939598E+00,2.04102E+00
-2.9939286E+00,2.08008E+00
-2.9938974E+00,2.06055E+00
-2.9938662E+00,2.11914E+00
-2.9938350E+00,2.04102E+00
-2.9938038E+00,2.08008E+00
-2.9937726E+00,2.04102E+00
-2.9937414E+00,2.06055E+00
-2.9937102E+00,2.02148E+00
-2.9936790E+00,2.08008E+00
-2.9936478E+00,2.04102E+00
-2.9936166E+00,2.06055E+00
-2.9935854E+00,2.02148E+00
-2.9935542E+00,2.09961E+00
-2.9935230E+00,2.09961E+00
-2.9934918E+00,2.08008E+00
-2.9934606E+00,1.98242E+00
-2.9934294E+00,2.08008E+00
-2.9933982E+00,2.04102E+00
-2.9933670E+00,2.06055E+00
-2.9933358E+00,2.06055E+00
-2.9933046E+00,2.04102E+00
-2.9932734E+00,2.11914E+00
-2.9932422E+00,2.08008E+00
-2.9932110E+00,2.06055E+00
-2.9931798E+00,2.08008E+00
-2.9931486E+00,2.04102E+00
-2.9931174E+00,2.08008E+00
-2.9930862E+00,2.04102E+00
-2.9930550E+00,2.08008E+00
-2.9930238E+00,2.06055E+00
-2.9929926E+00,2.11914E+00
-2.9929614E+00,2.06055E+00
-2.9929302E+00,2.06055E+00
-2.9928990E+00,2.06055E+00
-2.9928678E+00,2.08008E+00
-2.9928366E+00,2.00195E+00
-2.9928054E+00,2.04102E+00
-2.9927742E+00,2.15820E+00
-2.9927430E+00,1.98242E+00
-2.9927118E+00,2.08008E+00
-2.9926806E+00,2.06055E+00
-2.9926494E+00,2.08008E+00
-2.9926182E+00,2.06055E+00
-2.9925870E+00,2.04102E+00
-2.9925558E+00,2.08008E+00
-2.9925246E+00,2.08008E+00
-2.9924934E+00,2.00195E+00
-2.9924622E+00,2.11914E+00
-2.9924310E+00,2.09961E+00
-2.9923998E+00,1.98242E+00
-2.9923686E+00,2.11914E+00
-2.9923374E+00,2.06055E+00
-2.9923062E+00,2.06055E+00
-2.9922750E+00,2.13867E+00
-2.9922438E+00,2.08008E+00
-2.9922126E+00,2.06055E+00
-2.9921814E+00,2.11914E+00
-2.9921502E+00,2.02148E+00
-2.9921190E+00,1.96289E+00
-2.9920878E+00,2.09961E+00
-2.9920566E+00,2.02148E+00
-2.9920254E+00,2.06055E+00
-2.9919942E+00,2.13867E+00
-2.9919630E+00,2.00195E+00
-2.9919318E+00,2.11914E+00
-2.9919006E+00,2.09961E+00
-2.9918694E+00,2.00195E+00
-2.9918382E+00,2.06055E+00
-2.9918070E+00,2.02148E+00
-2.9917758E+00,2.06055E+00
-2.9917446E+00,2.02148E+00
-2.9917134E+00,2.06055E+00
-2.9916822E+00,2.04102E+00
-2.9916510E+00,2.11914E+00
-2.9916198E+00,2.04102E+00
-2.9915886E+00,2.06055E+00
-2.9915574E+00,2.11914E+00
-2.9915262E+00,2.02148E+00
-2.9914950E+00,2.06055E+00
-2.9914638E+00,2.13867E+00
-2.9914326E+00,2.11914E+00
-2.9914014E+00,2.15820E+00
-2.9913702E+00,2.08008E+00
-2.9913390E+00,2.04102E+00
-2.9913078E+00,2.00195E+00
-2.9912766E+00,1.96289E+00
-2.9912454E+00,2.04102E+00
-2.9912142E+00,2.06055E+00
-2.9911830E+00,2.04102E+00
-2.9911518E+00,2.04102E+00
-2.9911206E+00,2.06055E+00
-2.9910894E+00,2.09961E+00
-2.9910582E+00,2.02148E+00
-2.9910270E+00,2.06055E+00
-2.9909958E+00,2.02148E+00
-2.9909646E+00,2.08008E+00
-2.9909334E+00,2.08008E+00
-2.9909022E+00,2.02148E+00
-2.9908710E+00,2.00195E+00
-2.9908398E+00,2.08008E+00
-2.9908086E+00,2.04102E+00
-2.9907774E+00,2.11914E+00
-2.9907462E+00,2.04102E+00
-2.9907150E+00,2.08008E+00
-2.9906838E+00,2.13867E+00
-2.9906526E+00,1.98242E+00
-2.9906214E+00,2.09961E+00
-2.9905902E+00,2.08008E+00
-2.9905590E+00,2.08008E+00
-2.9905278E+00,2.02148E+00
-2.9904966E+00,2.08008E+00
-2.9904654E+00,2.08008E+00
-2.9904342E+00,2.04102E+00
-2.9904030E+00,2.08008E+00
-2.9903718E+00,2.04102E+00
-2.9903406E+00,2.02148E+00
-2.9903094E+00,2.08008E+00
-2.9902782E+00,2.04102E+00
-2.9902470E+00,2.00195E+00
-2.9902158E+00,2.04102E+00
-2.9901846E+00,2.02148E+00
-2.9901534E+00,2.08008E+00
-2.9901222E+00,2.06055E+00
-2.9900910E+00,2.04102E+00
-2.9900598E+00,2.02148E+00
-2.9900286E+00,2.04102E+00
-2.9899974E+00,2.02148E+00
-2.9899662E+00,2.08008E+00
-2.9899350E+00,2.02148E+00
-2.9899038E+00,2.08008E+00
-2.9898726E+00,2.09961E+00
-2.9898414E+00,2.04102E+00
-2.9898102E+00,2.06055E+00
-2.9897790E+00,2.09961E+00
-2.9897478E+00,2.06055E+00
-2.9897166E+00,2.02148E+00
-2.9896854E+00,2.06055E+00
-2.9896542E+00,2.04102E+00
-2.9896230E+00,2.11914E+00
-2.9895918E+00,2.04102E+00
-2.9895606E+00,2.11914E+00
-2.9895294E+00,2.02148E+00
