in s,C3 in V
-5.9998140E-01,1.78711E+00
-5.9997492E-01,1.72852E+00
-5.9996844E-01,1.68945E+00
-5.9996196E-01,1.80664E+00
-5.9995548E-01,1.74805E+00
-5.9994900E-01,1.72852E+00
-5.9994252E-01,1.76758E+00
-5.9993604E-01,1.76758E+00
-5.9992956E-01,1.74805E+00
-5.9992308E-01,1.68945E+00
-5.9991660E-01,1.74805E+00
-5.9991012E-01,1.72852E+00
-5.9990364E-01,1.78711E+00
-5.9989716E-01,1.78711E+00
-5.9989068E-01,1.78711E+00
-5.9988420E-01,1.72852E+00
-5.9987772E-01,1.72852E+00
-5.9987124E-01,1.76758E+00
-5.9986476E-01,1.72852E+00
-5.9985828E-01,1.74805E+00
-5.9985180E-01,1.74805E+00
-5.9984532E-01,1.76758E+00
-5.9983884E-01,1.72852E+00
-5.9983236E-01,1.70898E+00
-5.9982588E-01,1.78711E+00
-5.9981940E-01,1.76758E+00
-5.9981292E-01,1.78711E+00
-5.9980644E-01,1.74805E+00
-5.9979996E-01,1.70898E+00
-5.9979348E-01,1.72852E+00
-5.9978700E-01,1.74805E+00
-5.9978052E-01,1.76758E+00
-5.9977404E-01,1.72852E+00
-5.9976756E-01,1.70898E+00
-5.9976108E-01,1.70898E+00
-5.9975460E-01,1.78711E+00
-5.9974812E-01,1.78711E+00
-5.9974164E-01,1.78711E+00
-5.9973516E-01,1.68945E+00
-5.9972868E-01,1.72852E+00
-5.9972220E-01,1.76758E+00
-5.9971572E-01,1.76758E+00
-5.9970924E-01,1.74805E+00
-5.9970276E-01,1.70898E+00
-5.9969628E-01,1.76758E+00
-5.9968980E-01,1.76758E+00
-5.9968332E-01,1.72852E+00
-5.9967684E-01,1.78711E+00
-5.9967036E-01,1.78711E+00
-5.9966388E-01,1.72852E+00
-5.9965740E-01,1.78711E+00
-5.9965092E-01,1.76758E+00
-5.9964444E-01,1.78711E+00
-5.9963796E-01,1.74805E+00
-5.9963148E-01,1.78711E+00
-5.9962500E-01,1.78711E+00
-5.9961852E-01,1.72852E+00
-5.9961204E-01,1.72852E+00
-5.9960556E-01,1.78711E+00
-5.9959908E-01,1.78711E+00
-5.9959260E-01,1.72852E+00
-5.9958612E-01,1.76758E+00
-5.9957964E-01,1.74805E+00
-5.9957316E-01,1.78711E+00
-5.9956668E-01,1.66992E+00
-5.9956020E-01,1.68945E+00
-5.9955372E-01,1.68945E+00
-5.9954724E-01,1.78711E+00
-5.9954076E-01,1.78711E+00
-5.9953428E-01,1.72852E+00
-5.9952780E-01,1.68945E+00
-5.9952132E-01,1.74805E+00
-5.9951484E-01,1.78711E+00
-5.9950836E-01,1.72852E+00
-5.9950188E-01,1.76758E+00
-5.9949540E-01,1.76758E+00
-5.9948892E-01,1.72852E+00
-5.9948244E-01,1.76758E+00
-5.9947596E-01,1.74805E+00
-5.9946948E-01,1.76758E+00
-5.9946300E-01,1.72852E+00
-5.9945652E-01,1.74805E+00
-5.9945004E-01,1.76758E+00
-5.9944356E-01,1.74805E+00
-5.9943708E-01,1.78711E+00
-5.9943060E-01,1.72852E+00
-5.9942412E-01,1.68945E+00
-5.9941764E-01,1.76758E+00
-5.9941116E-01,1.70898E+00
-5.9940468E-01,1.72852E+00
-5.9939820E-01,1.74805E+00
-5.9939172E-01,1.74805E+00
-5.9938524E-01,1.70898E+00
-5.9937876E-01,1.68945E+00
-5.9937228E-01,1.72852E+00
-5.9936580E-01,1.76758E+00
-5.9935932E-01,1.76758E+00
-5.9935284E-01,1.72852E+00
-5.9934636E-01,1.76758E+00
-5.9933988E-01,1.76758E+00
-5.9933340E-01,1.72852E+00
-5.9932692E-01,1.76758E+00
-5.9932044E-01,1.74805E+00
-5.9931396E-01,1.78711E+00
-5.9930748E-01,1.80664E+00
-5.9930100E-01,1.76758E+00
-5.9929452E-01,1.72852E+00
-5.9928804E-01,1.78711E+00
-5.9928156E-01,1.74805E+00
-5.9927508E-01,1.78711E+00
-5.9926860E-01,1.72852E+00
-5.9926212E-01,1.78711E+00
-5.9925564E-01,1.78711E+00
-5.9924916E-01,1.76758E+00
-5.9924268E-01,1.70898E+00
-5.9923620E-01,1.76758E+00
-5.9922972E-01,1.72852E+00
-5.9922324E-01,1.74805E+00
-5.9921676E-01,1.66992E+00
-5.9921028E-01,1.70898E+00
-5.9920380E-01,1.76758E+00
-5.9919732E-01,1.72852E+00
-5.9919084E-01,1.76758E+00
-5.9918436E-01,1.70898E+00
-5.9917788E-01,1.78711E+00
-5.9917140E-01,1.74805E+00
-5.9916492E-01,1.74805E+00
-5.9915844E-01,1.78711E+00
-5.9915196E-01,1.70898E+00
-5.9914548E-01,1.72852E+00
-5.9913900E-01,1.76758E+00
-5.9913252E-01,1.76758E+00
-5.9912604E-01,1.70898E+00
-5.9911956E-01,1.76758E+00
-5.9911308E-01,1.72852E+00
-5.9910660E-01,1.78711E+00
-5.9910012E-01,1.72852E+00
-5.9909364E-01,1.74805E+00
-5.9908716E-01,1.70898E+00
-5.9908068E-01,1.74805E+00
-5.9907420E-01,1.72852E+00
-5.9906772E-01,1.74805E+00
-5.9906124E-01,1.78711E+00
-5.9905476E-01,1.78711E+00
-5.9904828E-01,1.70898E+00
-5.9904180E-01,1.68945E+00
-5.9903532E-01,1.68945E+00
-5.9902884E-01,1.74805E+00
-5.9902236E-01,1.74805E+00
-5.9901588E-01,1.72852E+00
-5.9900940E-01,1.72852E+00
-5.9900292E-01,1.76758E+00
-5.9899644E-01,1.72852E+00
-5.9898996E-01,1.78711E+00
-5.9898348E-01,1.76758E+00
-5.9897700E-01,1.66992E+00
-5.9897052E-01,1.78711E+00
-5.9896404E-01,1.76758E+00
-5.9895756E-01,1.74805E+00
-5.9895108E-01,1.74805E+00
-5.9894460E-01,1.65039E+00
-5.9893812E-01,1.76758E+00
-5.9893164E-01,1.70898E+00
-5.9892516E-01,1.70898E+00
-5.9891868E-01,1.72852E+00
-5.9891220E-01,1.76758E+00
-5.9890572E-01,1.74805E+00
-5.9889924E-01,1.76758E+00
-5.9889276E-01,1.78711E+00
-5.9888628E-01,1.76758E+00
-5.9887980E-01,1.70898E+00
-5.9887332E-01,1.72852E+00
-5.9886684E-01,1.74805E+00
-5.9886036E-01,1.72852E+00
-5.9885388E-01,1.78711E+00
-5.9884740E-01,1.78711E+00
-5.9884092E-01,1.72852E+00
-5.9883444E-01,1.76758E+00
-5.9882796E-01,1.78711E+00
-5.9882148E-01,1.74805E+00
-5.9881500E-01,1.76758E+00
-5.9880852E-01,1.72852E+00
-5.9880204E-01,1.76758E+00
-5.9879556E-01,1.74805E+00
-5.9878908E-01,1.74805E+00
-5.9878260E-01,1.70898E+00
-5.9877612E-01,1.72852E+00
-5.9876964E-01,1.76758E+00
-5.9876316E-01,1.80664E+00
-5.9875668E-01,1.76758E+00
-5.9875020E-01,1.78711E+00
-5.9874372E-01,1.74805E+00
-5.9873724E-01,1.72852E+00
-5.9873076E-01,1.72852E+00
-5.9872428E-01,1.72852E+00
-5.9871780E-01,1.72852E+00
-5.9871132E-01,1.72852E+00
-5.9870484E-01,1.72852E+00
-5.9869836E-01,1.72852E+00
-5.9869188E-01,1.72852E+00
-5.9868540E-01,1.78711E+00
-5.9867892E-01,1.76758E+00
-5.9867244E-01,1.78711E+00
-5.9866596E-01,1.74805E+00
-5.9865948E-01,1.72852E+00
-5.9865300E-01,1.78711E+00
-5.9864652E-01,1.72852E+00
-5.9864004E-01,1.68945E+00
-5.9863356E-01,1.76758E+00
-5.9862708E-01,1.78711E+00
-5.9862060E-01,1.72852E+00
-5.9861412E-01,1.70898E+00
-5.9860764E-01,1.78711E+00
-5.9860116E-01,1.78711E+00
-5.9859468E-01,1.70898E+00
-5.9858820E-01,1.76758E+00
-5.9858172E-01,1.66992E+00
-5.9857524E-01,1.74805E+00
-5.9856876E-01,1.72852E+00
-5.9856228E-01,1.74805E+00
-5.9855580E-01,1.72852E+00
-5.9854932E-01,1.76758E+00
-5.9854284E-01,1.78711E+00
-5.9853636E-01,1.78711E+00
-5.9852988E-01,1.74805E+00
-5.9852340E-01,1.76758E+00
-5.9851692E-01,1.74805E+00
-5.9851044E-01,1.72852E+00
-5.9850396E-01,1.74805E+00
-5.9849748E-01,1.72852E+00
-5.9849100E-01,1.72852E+00
-5.9848452E-01,1.76758E+00
-5.9847804E-01,1.78711E+00
-5.9847156E-01,1.78711E+00
-5.9846508E-01,1.82617E+00
-5.9845860E-01,1.74805E+00
-5.9845212E-01,1.72852E+00
-5.9844564E-01,1.76758E+00
-5.9843916E-01,1.78711E+00
-5.9843268E-01,1.72852E+00
-5.9842620E-01,1.72852E+00
-5.9841972E-01,1.74805E+00
-5.9841324E-01,1.78711E+00
-5.9840676E-01,1.76758E+00
-5.9840028E-01,1.68945E+00
-5.9839380E-01,1.76758E+00
-5.9838732E-01,1.70898E+00
-5.9838084E-01,1.74805E+00
-5.9837436E-01,1.74805E+00
-5.9836788E-01,1.76758E+00
-5.9836140E-01,1.70898E+00
-5.9835492E-01,1.76758E+00
-5.9834844E-01,1.72852E+00
-5.9834196E-01,1.72852E+00
-5.9833548E-01,1.72852E+00
-5.9832900E-01,1.74805E+00
-5.9832252E-01,1.78711E+00
-5.9831604E-01,1.74805E+00
-5.9830956E-01,1.74805E+00
-5.9830308E-01,1.74805E+00
-5.9829660E-01,1.68945E+00
-5.9829012E-01,1.70898E+00
-5.9828364E-01,1.72852E+00
-5.9827716E-01,1.76758E+00
-5.9827068E-01,1.74805E+00
-5.9826420E-01,1.70898E+00
-5.9825772E-01,1.72852E+00
-5.9825124E-01,1.78711E+00
-5.9824476E-01,1.72852E+00
-5.9823828E-01,1.76758E+00
-5.9823180E-01,1.74805E+00
-5.9822532E-01,1.74805E+00
-5.9821884E-01,1.70898E+00
-5.9821236E-01,1.78711E+00
-5.9820588E-01,1.82617E+00
-5.9819940E-01,1.72852E+00
-5.9819292E-01,1.78711E+00
-5.9818644E-01,1.76758E+00
-5.9817996E-01,1.68945E+00
-5.9817348E-01,1.76758E+00
-5.9816700E-01,1.74805E+00
-5.9816052E-01,1.76758E+00
-5.9815404E-01,1.72852E+00
-5.9814756E-01,1.78711E+00
-5.9814108E-01,1.78711E+00
-5.9813460E-01,1.68945E+00
-5.9812812E-01,1.74805E+00
-5.9812164E-01,1.72852E+00
-5.9811516E-01,1.72852E+00
-5.9810868E-01,1.72852E+00
-5.9810220E-01,1.70898E+00
-5.9809572E-01,1.74805E+00
-5.9808924E-01,1.72852E+00
-5.9808276E-01,1.72852E+00
-5.9807628E-01,1.72852E+00
-5.9806980E-01,1.68945E+00
-5.9806332E-01,1.72852E+00
-5.9805684E-01,1.74805E+00
-5.9805036E-01,1.80664E+00
-5.9804388E-01,1.72852E+00
-5.9803740E-01,1.66992E+00
-5.9803092E-01,1.80664E+00
-5.9802444E-01,1.72852E+00
-5.9801796E-01,1.78711E+00
-5.9801148E-01,1.76758E+00
-5.9800500E-01,1.74805E+00
-5.9799852E-01,1.72852E+00
-5.9799204E-01,1.72852E+00
-5.9798556E-01,1.68945E+00
-5.9797908E-01,1.76758E+00
-5.9797260E-01,1.72852E+00
-5.9796612E-01,1.76758E+00
-5.9795964E-01,1.68945E+00
-5.9795316E-01,1.76758E+00
-5.9794668E-01,1.78711E+00
-5.9794020E-01,1.78711E+00
-5.9793372E-01,1.72852E+00
-5.9792724E-01,1.76758E+00
-5.9792076E-01,1.72852E+00
-5.9791428E-01,1.74805E+00
-5.9790780E-01,1.76758E+00
-5.9790132E-01,1.72852E+00
-5.9789484E-01,1.74805E+00
-5.9788836E-01,1.76758E+00
-5.9788188E-01,1.76758E+00
-5.9787540E-01,1.78711E+00
-5.9786892E-01,1.78711E+00
-5.9786244E-01,1.72852E+00
-5.9785596E-01,1.72852E+00
-5.9784948E-01,1.72852E+00
-5.9784300E-01,1.74805E+00
-5.9783652E-01,1.72852E+00
-5.9783004E-01,1.78711E+00
-5.9782356E-01,1.70898E+00
-5.9781708E-01,1.72852E+00
-5.9781060E-01,1.78711E+00
-5.9780412E-01,1.72852E+00
-5.9779764E-01,1.74805E+00
-5.9779116E-01,1.74805E+00
-5.9778468E-01,1.80664E+00
-5.9777820E-01,1.80664E+00
-5.9777172E-01,1.74805E+00
-5.9776524E-01,1.74805E+00
-5.9775876E-01,1.72852E+00
-5.9775228E-01,1.78711E+00
-5.9774580E-01,1.76758E+00
-5.9773932E-01,1.74805E+00
-5.9773284E-01,1.74805E+00
-5.9772636E-01,1.72852E+00
-5.9771988E-01,1.74805E+00
-5.9771340E-01,1.76758E+00
-5.9770692E-01,1.78711E+00
-5.9770044E-01,1.72852E+00
-5.9769396E-01,1.78711E+00
-5.9768748E-01,1.74805E+00
-5.9768100E-01,1.76758E+00
-5.9767452E-01,1.70898E+00
-5.9766804E-01,1.74805E+00
-5.9766156E-01,1.76758E+00
-5.9765508E-01,1.74805E+00
-5.9764860E-01,1.80664E+00
-5.9764212E-01,1.70898E+00
-5.9763564E-01,1.74805E+00
-5.9762916E-01,1.74805E+00
-5.9762268E-01,1.74805E+00
-5.9761620E-01,1.76758E+00
-5.9760972E-01,1.72852E+00
-5.9760324E-01,1.70898E+00
-5.9759676E-01,1.68945E+00
-5.9759028E-01,1.76758E+00
-5.9758380E-01,1.68945E+00
-5.9757732E-01,1.76758E+00
-5.9757084E-01,1.78711E+00
-5.9756436E-01,1.84570E+00
-5.9755788E-01,1.78711E+00
