in s,C3 in V
-6.0000060E-01,3.87695E+00
-5.9999652E-01,3.91602E+00
-5.9999244E-01,3.93555E+00
-5.9998836E-01,3.95508E+00
-5.9998428E-01,3.97461E+00
-5.9998020E-01,3.93555E+00
-5.9997612E-01,3.93555E+00
-5.9997204E-01,3.97461E+00
-5.9996796E-01,3.91602E+00
-5.9996388E-01,3.99414E+00
-5.9995980E-01,3.93555E+00
-5.9995572E-01,3.89648E+00
-5.9995164E-01,3.97461E+00
-5.9994756E-01,3.97461E+00
-5.9994348E-01,3.87695E+00
-5.9993940E-01,3.91602E+00
-5.9993532E-01,3.95508E+00
-5.9993124E-01,3.97461E+00
-5.9992716E-01,3.93555E+00
-5.9992308E-01,3.95508E+00
-5.9991900E-01,3.97461E+00
-5.9991492E-01,3.99414E+00
-5.9991084E-01,3.89648E+00
-5.9990676E-01,3.93555E+00
-5.9990268E-01,3.95508E+00
-5.9989860E-01,3.87695E+00
-5.9989452E-01,3.93555E+00
-5.9989044E-01,3.93555E+00
-5.9988636E-01,3.93555E+00
-5.9988228E-01,3.95508E+00
-5.9987820E-01,3.93555E+00
-5.9987412E-01,3.93555E+00
-5.9987004E-01,3.97461E+00
-5.9986596E-01,3.97461E+00
-5.9986188E-01,3.91602E+00
-5.9985780E-01,3.99414E+00
-5.9985372E-01,3.91602E+00
-5.9984964E-01,3.95508E+00
-5.9984556E-01,3.99414E+00
-5.9984148E-01,3.89648E+00
-5.9983740E-01,3.95508E+00
-5.9983332E-01,3.95508E+00
-5.9982924E-01,3.95508E+00
-5.9982516E-01,3.91602E+00
-5.9982108E-01,3.97461E+00
-5.9981700E-01,3.87695E+00
-5.9981292E-01,3.93555E+00
-5.9980884E-01,3.89648E+00
-5.9980476E-01,3.93555E+00
-5.9980068E-01,3.97461E+00
-5.9979660E-01,3.93555E+00
-5.9979252E-01,3.97461E+00
-5.9978844E-01,3.95508E+00
-5.9978436E-01,3.93555E+00
-5.9978028E-01,3.93555E+00
-5.9977620E-01,3.89648E+00
-5.9977212E-01,3.95508E+00
